"RespondentID","StartDate","EndDate","Consent","Position1","Position2","College","College2","PPT_TF","LMS_TF","Study_Guides_TF","Social_Media_TF","ETextbooks_TF","IC_Discussion_TF","Student_Participation_TF","MC_Exams_TF","Group_Projects_TF","Homework_TF","Papers_TF","Small_Discussion_TF","Other_Readings_TF","Clickers_TF","Essay_Exam_TF","Textbook_TF","Ind_Projects_TF","Demos_TF","Chlk_Wht_Brd_TF","Other2","All_Other_Pedagogies_TF","Rank1","Rank2","Rank3","Office_Hrs_TF","Interact_In_Class_TF","Outside_Office_Hrs_TF","Know_Names_TF","None","Interact_Other_2","Interact_Other_TF","Email_Time","Post_Grades_Time","Assignment_Return_Time","Meet_Time","Phone_Time","What_do_you_feel_is_are_misconceptions_students_have_about_the_course_Open_Ended_Response","If_there_are_any_other_questions_you_wish_were_included_in_this_survey_please_describe_Open_Ended_Response"
"1776026930","03/28/2012 17:26:35","03/28/2012 17:38:30","YES","Adjunct Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","false","false","false","false","true","true","true","false","false","true","true","true","false","false","false","false","false","false","","false","Readings other than textbook","Papers","In-class discussions","true","true","true","true","","","false","Within 24 hours","Within 2 days","Within 2 days","Within 24 hours","Never","They do expect almost immediate turnaround on grading (which is unrealistic for 6-10-page papers).",""
"1776023356","03/28/2012 17:34:41","03/28/2012 17:40:05","YES","Tenured Faculty","","College of Arts and Humanities","College of Arts and Humanities","true","true","false","false","false","true","false","false","false","false","true","false","true","false","true","true","false","false","true","","false","Readings other than textbook","Essay-based Exams","Papers","true","true","true","false","","oversee grading and exams","true","Within 2 days","","Within a week","Within a week","Within 2 days","",""
"1776008592","03/28/2012 17:27:03","03/28/2012 17:30:31","YES","Tenure Track Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","true","false","true","true","true","true","false","true","true","true","true","true","false","true","false","true","false","true","","false","In-class discussions","Papers","Homework","true","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Immediately","Immediately","That class time is sufficient to cover all that is required. And that reading the books for class without coming to class is sufficient to succeed in the class.",""
"1776001381","03/28/2012 17:22:56","03/28/2012 17:28:26","YES","Non-tenured full-time teaching Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","true","false","false","false","true","true","false","true","true","true","false","true","false","true","true","true","false","true","","false","Student participation","In-class discussions","Papers","true","true","true","true","","comment on their submitted work in a timely fashion; be prepared for class","true","Within 24 hours","","Within a week","Within 2 days","","their responsibilities for the class; students have the misconception that they will receive information and thus have knowledge rather than that they will need to be active participants in constructing their knowledge","you didn't ask what class I am teaching/what class I am using as the basis for my responses -- students have different expectations based on different kinds of classes (small class, large lecture, etc.) and your questions don't take that into account at all"
"1776000801","03/28/2012 17:22:34","03/28/2012 17:27:01","YES","Tenured Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","true","true","false","false","true","true","true","true","false","true","false","true","false","true","true","true","false","true","","false","Student participation","Readings other than textbook","Papers","true","true","true","true","","","false","Within 24 hours","Immediately","Within a week","Within 2 days","Never","Don't understand how carefully they need to do the reading and how much work it is to write a decent paper.",""
"1775989475","03/28/2012 17:16:15","03/28/2012 17:19:06","YES","Tenured Faculty","","College of Arts and Humanities","College of Arts and Humanities","true","false","true","false","true","true","true","false","false","true","true","true","true","false","true","false","false","false","true","","false","Homework","Papers","In-class discussions","true","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Within 24 hours","",""
"1775983250","03/28/2012 17:11:59","03/28/2012 17:19:22","YES","Non-tenured full-time teaching Faculty","","College of Arts and Humanities","College of Arts and Humanities","true","true","false","false","false","true","true","false","true","true","true","true","true","false","false","true","true","true","true","","false","Student participation","Homework","Textbooks","true","true","true","true","","","false","Immediately","Within 2 days","Within 24 hours","Within 2 days","Within 2 days","that absences are acceptable",""
"1775972232","03/28/2012 17:07:52","03/28/2012 17:17:14","YES","Adjunct Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","true","false","false","false","true","true","false","false","true","true","false","false","false","false","true","true","false","false","","false","In-class discussions","Student participation","Small discussions groups","true","true","false","true","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Within 24 hours","In general, I think too many students see knowledge as something that they will more-or-less passively receive (conveyed from me to them) rather than something that they must actively participate in generating.    Since I teach a required upper level writing course, I think many students see it as a hurdle they must jump through, something that has no connection to their real work (that is, the studies they are pursuing in their majors).",""
"1775971659","03/28/2012 17:07:22","03/28/2012 17:16:30","YES","Adjunct Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","false","true","false","false","true","true","false","false","true","true","true","true","false","true","true","false","false","true","","false","Small discussions groups","Student participation","In-class discussions","true","true","true","false","","","false","Immediately","Within a week","Within 2 days","Within 24 hours","Immediately","that the instructor's job is to transfer her/his knowledge into their heads, and that students should then regurgitate that knowledge and get an automatic A","What is it that students think they ought to be accomplishing in a class"
"1775952679","03/28/2012 16:57:40","03/28/2012 16:59:53","YES","Tenure Track Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","false","false","false","false","true","true","false","false","true","true","false","true","false","false","false","false","false","true","","false","Homework","In-class discussions","Student participation","true","true","false","true","","","false","Within 24 hours","Within a week","Within a week","Within a week","Never","",""
"1775950432","03/28/2012 16:55:55","03/28/2012 17:06:10","YES","Tenured Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","true","false","false","false","true","true","false","true","false","true","false","true","false","false","true","true","false","true","","false","In-class discussions","Papers","Learning Management System (Blackboard/ELMS/Moodle)","true","true","true","true","","","false","Immediately","Within a week","Within a week","Within a week","Within 24 hours","In terms of communication, students expect me to adhere to the etiquette of their peers  in terms of immediate reaction.  They also seem to expect that I am like their high school teachers and that I sit in my office and only hold office hours.  They do not  understand the research demands  on faculty time.  They also seem to expect easy answers, rather than college level analytical thinking.","You've asked about student expectations but not ways in which those expectations clash with the goals of  higher education.  With increased use of electronic means, I have to work harder to maintain the decorum of the classroom."
"1775947015","03/28/2012 16:37:37","03/28/2012 17:02:37","YES","Non-tenured full-time teaching Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","","false","Student participation","Homework","In-class discussions","true","true","true","true","","","false","Immediately","Within 24 hours","Within 2 days","Within 2 days","Never","might be tested on.  Students seem to want to collaborate on outside work but grumble about in-class group work.  Students don't believe they need to buy and read the text.",""
"1775945015","03/28/2012 16:53:45","03/28/2012 16:57:18","YES","Adjunct Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","true","true","false","false","true","true","true","true","true","true","true","false","false","true","true","false","false","true","","false","In-class discussions","Student participation","Papers","true","true","true","true","","","false","Within 24 hours","Never","Within a week","Within 2 days","Never","That they should not have to do all the readings and can come to class unprepared.",""
"1775936511","03/28/2012 16:48:58","03/28/2012 16:52:09","YES","Other (please specify)","Graduate Student and Adjunct Faculty","College of Arts and Humanities","College of Arts and Humanities","false","true","false","false","false","true","true","false","false","true","true","false","false","false","false","true","false","false","true","","false","In-class discussions","Student participation","Individual projects","false","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Never","I think students think this course should be an easy A.  As an elective, it may very well be considered to be easy.  but, showing up to class and talking once in a while does not mean you receive an A.",""
"1775934455","03/28/2012 16:47:42","03/28/2012 16:50:25","YES","Tenured Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","true","true","false","true","true","true","false","false","false","true","true","true","false","true","false","false","false","false","","false","Papers","Student participation","Study guides","true","true","true","true","","","false","Within 24 hours","Never","Within a week","Within a week","Within 24 hours","",""
"1775905965","03/28/2012 16:31:47","03/28/2012 16:36:10","YES","Staff","","College of Arts and Humanities","College of Arts and Humanities","true","true","false","false","false","true","true","true","true","true","true","true","true","false","true","true","true","true","true","","false","Individual projects","Essay-based Exams","Homework","true","true","true","true","","","false","Within 24 hours","Within 2 days","Within 2 days","Within a week","Within 24 hours","Students are responsible for their work and should check their understanding of assignments prior to the due date.",""
"1775905761","03/28/2012 16:31:55","03/28/2012 16:39:20","YES","Adjunct Faculty","","College of Arts and Humanities","College of Arts and Humanities","false","false","false","false","false","true","true","false","false","false","false","false","false","false","false","false","true","true","false","","false","Individual projects","In-class discussions","Student participation","true","true","true","true","","","false","Within 24 hours","Within 24 hours","Within 2 days","Within a week","Never","Students do not seem to realize how involved the painting process is and appear to be easily satisfied. There is also a fair amount of research required outside of class, eg, looking at relevant contemporary artists. I also think that most students feel that they deserve an A!",""
"1775895188","03/28/2012 16:25:22","03/28/2012 16:32:39","YES","Adjunct Faculty","","College of Arts and Humanities","College of Arts and Humanities","true","true","true","false","true","true","true","true","false","true","true","false","true","false","true","true","false","false","false","","false","In-class discussions","Readings other than textbook","Power Point slides","true","true","true","true","","","false","Within 24 hours","Within 2 days","Within a week","Within 2 days","Within 2 days","Students are often surprised by the amount of reading required (they expect less). A smaller group is also surprised by the amount of writing (again they expect less) and writing on quizzes and exams. Some expect it to be more data-based and therefore more amenable to multiple choice and objective test questions. Students are usually pleasantly surprised the amount of class discussion and analysis of complex ideas.","I'd be interested in what shapes students' expectations and hopes for a class. E.g., if they hope for less reading, is that because they hate reading, or because they are working full time or otherwise over-committed and can't get the reading done?"
"1775880538","03/28/2012 16:17:37","03/28/2012 16:25:35","YES","Tenured Faculty","","School of Public Health","Other","true","true","false","false","false","true","true","true","true","true","true","true","true","false","true","true","true","true","false","","false","Individual projects","Group Projects","Homework","true","true","false","true","","","false","Within 24 hours","Within a week","Within a week","Within a week","Within 24 hours","",""
"1775826534","03/28/2012 15:49:52","03/28/2012 15:55:08","YES","Tenure Track Faculty","","School of Public Health","Other","true","true","true","false","true","true","true","true","true","true","true","false","true","false","false","true","false","true","true","","false","In-class discussions","Student participation","Readings other than textbook","true","true","true","true","","Tell them exactly what will be on the exam","true","Immediately","Immediately","Immediately","Within 24 hours","Immediately","that it should be easy; that they should not have to study;","What do I feel is/are misconceptions students have about the work of an Assistant Professor/faculty member?"
"1775816420","03/28/2012 15:44:11","03/28/2012 15:51:57","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","true","true","true","true","true","true","true","true","true","false","false","true","false","true","Lectures","true","In-class discussions","Group Projects","Individual projects","true","true","false","true","","","false","Immediately","Within 2 days","Within 2 days","Within 2 days","Immediately","1) Inevitably, some students want to get extra credit, which is NOT an option. 2) Students do not want to have to take notes. They want a prepared study guide that they can read, as well as copies of my lectures / PowerPoints. Again, not an option. 3) Students expect to be able to just spit back memorized facts rather than  synthesize what they have learned from the class and use the information proactively.",""
"1775814706","03/28/2012 15:43:47","03/28/2012 15:47:46","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","false","false","false","false","true","true","false","false","true","false","false","false","false","false","false","true","false","true","","false","Individual projects","Homework","Other","true","true","true","false","","","false","Within 24 hours","Within a week","Within a week","Within 24 hours","Never","None, as it follows a pretty standard model in undergrad cs courses","There's a bug in the survey---I could choose chalkboard/whiteboard for 4 but not 5, so I chose other under 5 instead."
"1775810274","03/28/2012 15:41:16","03/28/2012 16:00:43","YES","Tenure Track Faculty","","School of Public Health","Other","true","true","false","false","false","true","true","true","true","true","true","true","true","false","true","true","false","false","false","Class Presentations","true","In-class discussions","Group Projects","Power Point slides","true","true","false","false","","Come prepared to class and respect them.","true","Within 2 days","Within a week","Within a week","Within a week","Never","Students feel they can learn the material without reading the assigned chapters.","Thank you for the opportunity to share my thoughts and ideas on this issue. This is the first time i have been asked for my feedback."
"1775801281","03/28/2012 15:36:56","03/28/2012 15:39:32","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","false","false","false","true","true","true","false","false","true","false","false","true","false","false","true","false","false","true","piazza","true","Homework","In-class discussions","Power Point slides","true","true","true","true","","","false","Immediately","Within a week","Within a week","Within 24 hours","Never","",""
"1775741849","03/28/2012 15:05:16","03/28/2012 15:13:57","YES","Tenure Track Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","true","false","false","true","false","true","true","false","true","false","true","true","false","false","false","","false","Student participation","Power Point slides","Textbooks","true","true","true","true","","Entertain","true","Immediately","Within a week","Within a week","Within 2 days","Within 24 hours","Because my course is required for a pre-med/vet track but is not directly tied to -med/-vet, many students are not there by choice, and so they expect the course to be easy and requiring relatively minimal effort. Many also do not feel it is important to participate, and it remains a challenge to engage more than 20% of the enrollment in discussion or asking questions to get away from power point. Student engagement is the most important aspect of learning in my opinion, but most students would place this very low on their list.",""
"1775717370","03/28/2012 14:52:24","03/28/2012 14:54:53","YES","Tenured Faculty","","A. James Clark School of Engineering","Other STEM College","true","true","true","false","true","true","true","false","false","true","true","true","true","false","false","true","false","false","true","","false","Textbooks","Readings other than textbook","Homework","false","true","true","false","","","false","Immediately","Within a week","Within a week","Within a week","Within a week","They underestimate the quantitative nature of the course content.",""
"1775711246","03/28/2012 14:49:15","03/28/2012 14:51:25","YES","Tenured Faculty","","School of Public Health","Other","true","true","false","false","false","true","false","true","false","true","false","false","true","false","false","true","false","false","false","","false","In-class discussions","Papers","Student participation","true","false","true","false","","","false","Within 24 hours","Within a week","Within a week","Within a week","Within 2 days","",""
"1775681215","03/28/2012 14:32:37","03/28/2012 14:35:06","YES","Tenure Track Faculty","","A. James Clark School of Engineering","Other STEM College","true","true","false","true","true","true","true","false","false","true","false","false","false","false","false","true","false","false","false","","false","Homework","Textbooks","Power Point slides","true","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Within 2 days","",""
"1775677254","03/28/2012 14:28:27","03/28/2012 14:46:29","YES","Tenured Faculty","","A. James Clark School of Engineering","Other STEM College","true","true","false","false","true","true","true","true","true","true","true","true","true","false","true","true","true","true","false","","false","Student participation","In-class discussions","Group Projects","false","false","false","false","None of the above","","false","Never","Within a week","Never","Within a week","Within 2 days","Vary largely. Not all the students are selfmotivated.",""
"1775676410","03/28/2012 14:30:09","03/28/2012 14:38:20","YES","Tenured Faculty","","A. James Clark School of Engineering","Other STEM College","true","true","false","false","false","true","true","false","true","true","false","false","false","false","false","true","true","true","true","Quantitative Problem-Solving Exams","true","Student participation","Homework","Group Projects","true","true","true","true","","Answer email promptly. Provide copies of any digital material presented/used in class.","true","Immediately","Within a week","Within a week","Immediately","Immediately","That they can earn an A just by showing up and doing what they are told. That they can master the material just by watching me do tasks and solve problems. That I am not justified in grading them on their writing/communication because I am not teaching writing in this class (actual quote from actual student).",""
"1775670547","03/28/2012 14:20:37","03/28/2012 14:34:28","YES","Tenured Faculty","","School of Public Health","Other","true","true","true","false","false","true","true","true","true","true","true","true","false","false","false","true","false","false","false","","false","Student participation","In-class discussions","Group Projects","true","true","true","true","","","false","Immediately","Within 24 hours","Within a week","Within 24 hours","Within 24 hours","I feel they do not want to learn on their own (discovery method) and that they don't really want to think--they want the information just provided to them. I find many UG students not paying attention--using email and text messaging during class, or doing other homework rather than being engaged and focused on what we are doing.",""
"1775666335","03/28/2012 14:25:13","03/28/2012 14:27:29","YES","Tenured Faculty","","A. James Clark School of Engineering","Other STEM College","true","false","false","false","false","true","false","false","true","true","false","false","false","false","false","true","false","false","true","","false","In-class discussions","Power Point slides","Homework","true","true","true","true","","","false","Within 24 hours","Within a week","Within a week","Within 2 days","Never","",""
"1775658717","03/28/2012 14:21:07","03/28/2012 14:24:27","YES","Tenured Faculty","","School of Public Health","Other","true","true","true","false","false","true","true","true","false","false","true","true","true","false","false","false","true","false","false","","false","Individual projects","Papers","Power Point slides","true","true","true","true","","","false","Immediately","Within 24 hours","Within 24 hours","Within 24 hours","Immediately","After the first class - there should be no misconceptions",""
"1775651941","03/28/2012 14:17:32","03/28/2012 14:27:12","YES","Tenured Faculty","","A. James Clark School of Engineering","Other STEM College","true","true","false","false","false","true","true","true","false","true","true","false","true","false","false","true","false","false","true","","false","In-class discussions","Textbooks","Homework","true","true","true","false","","Give good grades","true","Within 24 hours","Within a week","Within a week","Immediately","Within 24 hours","Conceptual understanding is the most important. But most of the time, they fail to use the conceptual understanding to problem soliving, which is used to measure the student learning outcomes. Many students who are lacking of problem solving skills do poorly in exams and they always complain about the course.  Also, students expect that instructors must respond to their email questions on weekends and at nights. If the exam is easy, then some students say the course is not intellectually challenging and if the exam is hard, students say exam is too long and unfair. Whatever instructors do to make a fair measure of student learnings, it is often impossible to make students happy because many of mondern college students want good grades with minimal efforts. Also, most of the students are 'spectator students' - they just watch an instructor talking and writing and showing and they don't use their hand to take notes. After the class is over, many students seem to leave the classroom with very little left in their memory. Quite obviously, these students do very poorly in the test.","Questions like, how does the course evaluation results affect teaching."
"1775602370","03/28/2012 13:50:42","03/28/2012 13:56:52","YES","Tenured Faculty","","School of Public Health","Other","true","true","false","false","true","true","true","true","false","false","false","false","false","false","false","true","true","false","false","","false","Student participation","In-class discussions","Power Point slides","true","true","true","false","","","false","Within 24 hours","Within 2 days","Within a week","Within 2 days","Within 2 days","That work outside the course isn't necessary to succeed in the class.","Something that relates to the trend I see where students who attend every class, take notes, and say they studied hard, therefore deserved a grade of A in the class. I tried my hardest seems to trump the notion that some students are simply intellectually superior.  Sometimes I think I'm teaching in middle school!"
"1775571414","03/28/2012 13:32:46","03/28/2012 13:37:30","YES","Tenure Track Faculty","","A. James Clark School of Engineering","Other STEM College","true","true","false","false","false","true","true","false","true","true","true","false","true","false","false","false","false","false","false","","false","Power Point slides","In-class discussions","Papers","true","true","true","true","","","false","Within 24 hours","Within a week","Within 2 days","Within a week","Within 24 hours","At the beginning of the course, yes, but I provide them with examples of exams and assignments and explain the content and expectations early on.",""
"1775371522","03/28/2012 10:35:05","03/28/2012 10:39:40","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","true","true","false","true","true","false","false","true","false","false","true","false","false","true","","false","Student participation","Homework","Textbooks","false","true","true","true","","","false","Within 24 hours","Within 24 hours","Within 24 hours","Within 2 days","Within 24 hours","Not aware of any.",""
"1775122834","03/28/2012 04:00:24","03/28/2012 04:03:31","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","true","true","true","false","true","false","false","false","false","false","true","true","true","true","","false","Power Point slides","In-class discussions","Textbooks","true","true","true","false","","","false","Within 2 days","Within a week","Within a week","Within a week","Never","",""
"1775046657","03/28/2012 02:15:44","03/28/2012 02:24:28","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","true","true","true","true","true","true","true","true","false","true","false","false","false","false","","false","Learning Management System (Blackboard/ELMS/Moodle)","Group Projects","Student participation","true","true","false","false","","","false","","Within a week","Within a week","Within a week","Never","They will do well by simply showing up in the class.",""
"1775042278","03/28/2012 02:10:45","03/28/2012 02:14:02","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","false","true","false","false","false","true","false","true","true","false","true","false","false","true","","false","Study guides","Power Point slides","e-Textbooks","true","true","true","true","","","false","Immediately","Within 2 days","Within a week","Within 2 days","Never","That I know their names.",""
"1775019629","03/28/2012 01:44:39","03/28/2012 02:08:43","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","","false","Clickers","Homework","Other","true","false","false","false","","I am not sure what students expect. Students seem to have diverse expectations.","true","Within 24 hours","Within a week","Within a week","Within 2 days","Never","1. Their own effort in studying for learning and understanding. From seeing when students download material (lectures and homeworks) only the day or two prior to exams. Rather unfortunate indication on the general level of interest.   2. Grades indicate learning. Grades is a reflection of learning and test taking ability. However, too many students are focused on grades (thus the last minute downloading of class material immediately prior to exams).","I think you should ask if teachers use any technique that students do not expect. I use a number of the methods/techniques you mention. However, it is not because of student expectation. Student expectations appear to be rather irrelevant to the learning experience since theaverage student will never represent the diverse views of students in a classroom."
"1774974462","03/28/2012 00:55:43","03/28/2012 00:58:07","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","false","false","false","false","true","true","true","false","false","false","false","false","false","false","true","true","false","false","","false","Individual projects","Student participation","Group Projects","true","true","true","false","","","false","Within 24 hours","Within 2 days","Within 2 days","Within a week","Within 2 days","They expect me to motivate them to learn.",""
"1774960540","03/28/2012 00:39:44","03/28/2012 00:46:22","YES","Other (please specify)","Emeritus Professor","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","false","true","false","false","true","true","false","false","false","true","false","false","false","true","false","false","false","false","","false","In-class discussions","Individual projects","Papers","false","false","true","false","","","false","Within 24 hours","Immediately","Within 24 hours","Within 24 hours","Never","The degree of difficulty of the course","Do you want to teach this course or was it required of you."
"1774935182","03/28/2012 00:15:05","03/28/2012 00:18:28","YES","Tenure Track Faculty","","College of Agriculture and Natural Resources","Other STEM College","true","true","true","false","false","false","false","false","false","false","true","true","false","false","false","true","true","false","true","","false","Power Point slides","Textbooks","Small discussions groups","true","true","false","true","","","false","Within 24 hours","Within a week","Within a week","Within a week","Within 24 hours","That they only need to attend lecture to learn the material.",""
"1774926641","03/28/2012 00:07:30","03/28/2012 00:12:18","YES","Other (please specify)","TA","College of Arts and Humanities","College of Arts and Humanities","true","true","false","false","false","true","true","false","true","true","false","true","false","false","false","false","false","true","true","Film","true","In-class discussions","Small discussions groups","Student participation","true","true","true","true","","be passionate about and interested in what I teach","true","Immediately","Within 2 days","Within 2 days","Within 2 days","Never","I teach a conversation class and I had to tell them the first day of class that they had to prepare for each class by watching one movie/week and do additional assignments","I can't formulate a question but I am wondering why it's constantly used as a crutch... ?"
"1774920718","03/28/2012 00:02:20","03/28/2012 00:04:06","YES","Graduate Student","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","false","false","true","false","false","true","true","false","false","true","false","true","false","false","false","true","false","false","false","","false","Textbooks","Demonstrations","Student participation","true","true","true","true","","","false","Within 24 hours","Within 24 hours","Within 2 days","Within 2 days","Never","",""
"1774814071","03/27/2012 22:25:09","03/27/2012 22:29:54","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","true","","false","Power Point slides","Learning Management System (Blackboard/ELMS/Moodle)","Student participation","true","true","false","false","","","false","Within 2 days","Within a week","Within a week","Within a week","Within a week","They can miss the course and still able to do well by studying posted ppt. and reading textbook.",""
"1774734865","03/27/2012 21:28:35","03/28/2012 12:04:56","YES","Tenure Track Faculty","","College of Agriculture and Natural Resources","Other STEM College","true","true","false","true","false","true","true","false","false","false","true","false","false","false","false","false","true","false","false","","false","Small discussions groups","Essay-based Exams","Student participation","false","true","true","true","","","false","Immediately","Within 2 days","Within 24 hours","Within 24 hours","Within 2 days","",""
"1774733115","03/27/2012 21:27:19","03/27/2012 21:33:22","YES","Tenured Faculty","","A. James Clark School of Engineering","Other STEM College","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","true","","false","Homework","Other","In-class discussions","true","true","false","false","","","false","Within 24 hours","Within a week","Within a week","Within a week","Within 24 hours","","This is a very difficult survey, because I am guessing what students think, vs. what I think they *should* think. f I had taken it a different day I might easily have given different answers."
"1774708548","03/27/2012 21:11:00","03/27/2012 21:15:43","YES","Adjunct Faculty","","The Graduate School","Other","true","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","","false","Power Point slides","In-class discussions","","false","true","false","false","","I only give one lecture a year to graduate students on the topic of synthetic biology","true","Within 24 hours","","","","","As an adjuct faculty member I don't think this is applicable to me.",""
"1774686575","03/27/2012 20:58:23","03/27/2012 21:05:21","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","","false","Study guides","Group Projects","Essay-based Exams","true","true","true","false","","","false","Immediately","Within 24 hours","Within 24 hours","Immediately","Immediately","memorization is learning  working hard should earn an A  course material does not carry over to other classes  Homework is busywork","How many hours do you  expect a student to expend on your class each week?"
"1774673867","03/27/2012 20:50:30","03/27/2012 20:59:44","YES","Tenured Faculty","","College of Behavioral and Social Sciences","Other STEM College","true","true","true","false","false","true","true","true","false","false","false","false","false","false","false","true","false","false","true","non-powerpoint visuals","true","Student participation","Other","Small discussions groups","true","true","false","false","","","false","Within 24 hours","Within a week","","Within 2 days","","That it relies on memorization","Expectations for test types, grading"
"1774633976","03/27/2012 20:27:15","03/27/2012 20:36:14","YES","Non-tenured full-time teaching Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","true","true","true","false","false","false","false","false","false","false","true","false","false","false","","false","In-class discussions","Student participation","Power Point slides","true","false","true","false","","","false","Within 24 hours","Within 2 days","","Within a week","Within 24 hours","I think students often expect that attending lectures and/or reading the textbook will be enough to learn the material (and more importantly, to get a good grade), and that discussion sections and participation are window-dressing. I also think they substantially underestimate the amount of critical thought and deeper understanding they are expected to demonstrate during exams.",""
"1774624022","03/27/2012 20:21:57","03/27/2012 20:27:03","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","true","false","false","true","true","false","true","true","false","false","true","false","true","false","false","false","false","","false","In-class discussions","Readings other than textbook","Student participation","true","true","true","false","","","false","Immediately","Within a week","Within a week","Within 24 hours","Within 24 hours","Don't really have to apply concepts learned in earlier courses.  Don't have to come to class and participate in discussions...this changes over course for some.",""
"1774605731","03/27/2012 20:12:00","03/27/2012 20:17:32","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","true","true","false","true","true","true","true","true","false","false","true","false","false","true","","false","Group Projects","In-class discussions","Papers","true","true","true","false","","","false","Immediately","Within 2 days","Within 2 days","Immediately","Immediately","They do not understand that the things we discuss in class are a part of their real world and that they can get better at analyzing events in their real world by learning the skills we seek to develop in class.",""
"1774590363","03/27/2012 20:03:30","03/27/2012 20:14:38","YES","Tenured Faculty","","A. James Clark School of Engineering","Other STEM College","true","true","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","false","true","","false","Student participation","Homework","Group Projects","true","false","false","false","","","false","Within 24 hours","Within a week","Within a week","Within 24 hours","Never","That they can learn the material sufficiently just by coming to class.  Most do not use office hours effectively.",""
"1774587554","03/27/2012 20:02:18","03/27/2012 20:05:10","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","true","true","true","false","false","false","false","false","false","true","true","false","false","true","","false","Learning Management System (Blackboard/ELMS/Moodle)","Student participation","Textbooks","true","true","true","false","","be on line often","true","Within 24 hours","Within a week","Within a week","Within 2 days","Never","They can show up, observe, and memorize",""
"1774488990","03/27/2012 19:09:26","03/27/2012 19:11:48","YES","Tenured Faculty","","College of Computer, Mathematical, and Natural Sciences","College of Computer, Mathematical, and Natural Sciences","true","true","false","false","false","true","true","false","false","false","false","false","true","false","true","true","false","false","true","","false","Power Point slides","Essay-based Exams","Textbooks","true","true","true","false","","","false","Within 24 hours","Within a week","Within a week","Within a week","Never","",""
